,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
7113,1,1,3,1,1,3,3,3,3,0,0,0,1,2,0,3,2,0,1,1,0,0,0,0,1,0,1,1,1,2,0,1,2,0,1,1,1,1,1,0,1,0,0,0,0,2,2,1,1,0,1,1,3,1,0,1
7114,0,1,0,0,0,3,1,0,0,1,2,2,2,0,0,3,2,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,1,1,0,5,0,0,0,1,0,6,3,0,1,1,0
7115,3,2,0,3,3,3,2,2,0,0,0,0,1,0,0,2,2,1,1,2,1,1,2,1,0,1,2,0,0,2,1,2,1,2,2,0,1,3,0,1,2,1,1,0,0,2,0,0,2,0,6,2,1,0,1,2
7116,0,2,1,0,0,3,3,3,3,1,2,2,2,2,0,2,1,2,1,2,2,2,1,2,2,3,4,0,1,1,1,2,3,0,1,1,0,0,0,1,4,2,2,2,5,3,0,2,0,0,0,3,0,2,0,2
7117,0,0,3,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,2,7,0,1,0,1,4,0,0,0,1,1,1,1,3,7,1,1,2,2,1,2,2,3,0,0,2,0,3,0,1
7118,2,3,1,0,0,1,2,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,3,0,1,1,1,1,1,2,2,0,2,3,1,2,3,2,2,2,2,3,2,2,3,1,4,0,2,1,1,5
7119,2,1,0,0,0,0,3,3,3,0,0,0,0,1,1,2,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,2,0,1,2,0,1,0,3,2,2,1,1,1,0,0,2,2,1,2,3,1,0,3,1,2
7120,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,1,1,0,0,2,1,0,0,1,1,1,1,0,1,0,1,2,1,1,2,3,2,1,1,1,0,3,1,2,1,1,0,4,4,2,1,1,1
7121,1,3,2,1,1,2,0,3,3,1,2,2,1,1,1,2,0,1,2,0,0,0,0,0,1,1,7,0,0,0,0,4,0,1,1,2,1,0,2,1,7,1,1,1,2,3,2,2,3,1,5,1,1,3,1,4
7122,2,0,0,2,2,1,2,0,2,0,0,0,2,0,0,1,2,1,0,1,0,0,1,2,1,1,6,1,1,2,0,1,1,0,0,0,3,1,3,1,6,1,1,1,3,2,2,0,0,1,1,0,1,0,1,3
7123,2,2,3,3,3,1,0,3,3,1,2,2,2,0,0,2,2,0,1,2,1,1,3,0,0,5,6,1,3,1,1,1,0,0,1,1,3,2,2,2,6,1,1,0,6,3,1,2,0,1,4,3,0,2,0,1
7124,1,1,1,0,0,0,1,0,0,1,0,2,2,2,0,0,2,0,0,2,2,2,2,1,0,0,0,0,1,1,1,0,2,1,1,1,0,0,1,2,0,1,1,0,5,0,0,1,1,0,3,1,0,1,1,2
7125,3,1,2,1,1,0,0,3,3,0,2,2,2,2,0,0,0,0,2,0,1,1,0,2,2,5,6,1,1,2,2,1,2,0,0,0,3,0,1,3,6,2,2,2,4,3,1,0,0,0,4,1,1,2,0,1
7126,1,2,1,0,0,1,3,3,3,1,0,2,2,0,0,1,2,1,0,1,0,0,3,0,0,5,2,0,3,1,1,2,3,0,0,0,1,2,2,2,2,1,1,0,5,2,2,0,0,0,3,1,0,0,1,0
7127,2,3,1,0,0,2,0,2,2,2,0,1,1,2,0,0,0,0,0,0,0,0,2,1,0,2,3,0,3,2,0,1,3,2,1,1,2,0,3,2,3,1,1,0,1,2,0,2,0,1,3,1,2,2,0,3
7128,1,1,2,0,0,1,2,2,2,0,0,0,0,1,2,2,0,0,0,2,2,2,1,2,1,0,9,0,3,1,1,2,2,1,2,0,1,0,1,1,9,0,0,0,0,2,2,2,0,2,5,3,1,3,1,3
7129,0,0,1,2,2,3,3,3,1,0,1,0,0,2,2,0,1,0,0,0,0,0,3,0,0,1,1,1,3,1,1,1,3,0,1,2,1,2,3,2,1,2,2,2,4,3,2,1,1,1,6,1,3,0,1,1
7130,2,2,3,3,3,3,1,0,1,0,0,0,0,2,0,3,2,1,1,2,1,1,3,2,2,3,8,0,1,2,1,5,0,0,1,1,1,1,0,0,8,1,1,2,1,3,1,2,0,0,6,1,0,2,0,3
7131,1,3,0,0,0,0,1,0,2,0,0,0,0,1,2,3,0,1,0,2,2,2,0,2,0,5,0,0,1,1,1,0,2,2,2,0,0,1,2,3,0,2,2,2,0,0,0,1,0,0,5,3,0,1,1,3
7132,1,0,0,0,0,0,1,0,1,1,0,0,0,2,2,1,1,2,0,2,0,0,0,0,0,1,3,0,3,1,2,1,0,0,1,2,2,1,1,1,3,0,0,0,4,0,2,2,0,1,3,3,2,1,1,5
7133,0,3,3,0,0,0,1,0,0,1,0,2,2,2,0,2,1,0,0,1,0,0,3,0,0,5,2,0,1,1,2,2,0,2,0,0,1,1,2,0,2,0,0,0,5,0,0,1,0,1,2,1,1,1,1,0
7134,0,1,0,0,0,3,3,1,1,0,0,0,0,1,1,3,0,0,0,0,2,2,1,2,1,4,9,0,1,2,2,2,0,1,0,2,1,2,2,1,9,0,0,0,4,1,2,1,0,2,6,3,0,1,1,0
7135,2,3,2,1,1,0,3,0,1,2,0,1,0,1,1,3,0,2,0,0,1,1,1,2,1,1,0,0,0,0,1,0,0,2,1,1,0,3,2,2,0,1,1,1,0,0,0,0,0,0,3,2,0,0,0,0
7136,2,1,0,0,0,0,2,2,2,0,1,1,1,1,1,3,0,0,2,0,0,0,1,1,1,1,5,0,1,2,0,3,1,0,2,0,2,0,0,0,5,1,1,1,4,3,1,0,1,0,4,1,0,3,0,5
7137,2,3,0,1,1,1,2,0,2,2,0,1,1,2,0,3,1,0,2,2,2,2,0,0,0,5,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,2,1,3
7138,3,1,0,1,1,2,1,2,0,2,0,1,1,1,2,0,0,2,1,0,1,1,2,1,1,3,9,0,1,1,1,2,1,0,0,1,1,2,1,2,9,1,1,1,6,0,2,2,0,2,6,4,0,1,0,4
7139,2,2,2,1,1,0,3,3,3,1,0,2,0,0,0,3,2,1,0,1,2,2,0,1,1,3,10,0,1,0,0,2,0,0,1,1,4,1,1,0,10,1,1,1,2,0,2,2,3,1,5,1,0,0,0,2
7140,1,1,1,2,2,0,1,0,0,1,0,0,2,0,0,3,1,0,0,1,0,0,2,2,1,3,4,0,3,1,2,2,0,0,1,1,0,2,1,2,4,0,1,1,0,2,0,2,0,2,0,3,1,2,0,3
7141,1,2,0,1,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,1,3
7142,1,1,0,0,0,0,1,2,2,0,2,0,0,0,0,1,2,2,1,1,1,1,1,2,0,3,4,0,1,0,2,2,0,0,0,2,0,0,3,2,4,1,1,0,3,2,0,2,0,0,1,4,0,2,0,5
7143,1,0,3,2,2,0,0,1,1,0,2,2,2,1,1,1,0,1,0,0,2,2,0,0,1,5,7,0,2,0,0,4,2,0,2,0,1,1,2,1,7,2,2,2,0,2,0,2,3,1,4,1,0,1,0,0
7144,3,1,0,1,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,6,1,1,2,0,1,2,0,1,1,3,1,0,3,6,0,0,0,3,2,2,2,0,0,1,0,2,3,0,1
7145,0,1,0,0,0,3,0,3,1,1,2,2,2,0,0,2,2,0,0,2,2,2,2,1,0,5,9,0,1,2,2,2,0,2,2,2,1,3,1,1,9,0,0,0,3,1,0,1,0,2,6,0,2,1,1,3
7146,1,1,2,0,0,3,0,0,0,1,2,2,2,1,2,0,1,1,0,0,2,2,3,0,0,3,3,0,1,1,1,1,2,0,1,0,2,0,2,2,3,2,2,2,4,0,0,1,0,1,3,3,3,0,1,1
7147,2,1,1,0,0,0,1,0,2,0,0,0,0,1,0,1,2,0,1,2,2,2,0,1,0,4,6,1,3,1,1,1,0,0,1,1,3,2,1,2,6,1,1,0,3,1,1,2,3,1,1,2,1,0,0,1
7148,2,1,1,0,0,1,1,0,1,1,2,2,0,0,0,2,1,2,1,1,1,1,0,0,0,0,9,0,0,2,1,2,2,1,2,0,1,0,3,2,9,1,1,0,1,2,1,2,0,0,5,3,0,1,1,1
7149,0,2,2,1,1,0,1,0,0,2,0,1,1,1,2,1,1,0,0,2,0,0,1,0,1,1,6,1,1,1,1,1,3,1,1,1,3,1,0,0,6,0,0,0,3,1,2,1,0,0,1,4,0,3,0,5
7150,3,1,2,3,3,3,1,1,1,0,1,0,1,0,2,1,0,1,2,2,0,0,2,2,1,3,8,0,0,0,0,5,0,0,0,0,1,2,3,2,8,1,1,1,1,1,1,2,0,0,6,3,3,3,0,3
7151,3,1,0,0,0,0,2,2,2,2,1,1,1,2,0,3,2,0,0,1,2,2,3,0,0,3,3,0,1,1,1,1,0,1,2,0,2,0,1,1,3,0,0,0,3,0,0,1,0,1,2,1,2,2,0,1
7152,2,1,3,1,1,2,3,2,0,0,0,2,2,0,0,1,1,1,0,1,2,2,1,2,0,4,6,1,3,1,1,1,1,2,2,0,3,0,1,1,6,1,1,0,1,3,1,0,0,1,1,3,1,1,0,1
7153,3,1,3,3,3,0,1,0,1,0,2,2,0,2,2,2,1,0,0,2,1,1,2,1,0,4,0,0,0,0,1,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,3,1,3,0,0
7154,0,1,0,2,2,3,0,1,0,1,2,2,2,0,0,2,1,1,0,2,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,3,1,1,1,0,1,2,0,1,1,1,1,0,3,1,1,1
7155,3,1,3,3,3,2,0,1,3,1,0,0,1,1,1,2,0,0,0,0,2,2,2,2,1,0,0,0,1,0,0,0,2,0,0,2,0,1,2,1,0,1,1,1,5,0,0,0,0,2,0,3,0,2,1,3
7156,3,1,1,0,0,2,1,2,2,0,1,0,0,2,0,2,1,1,0,2,2,2,2,2,0,1,2,0,1,1,1,2,0,2,2,2,1,0,1,2,2,0,0,0,5,1,2,2,1,0,2,4,1,1,1,2
7157,3,3,0,3,3,0,0,0,3,0,0,0,1,0,0,1,1,0,1,2,1,1,3,0,0,1,4,0,1,1,1,2,0,1,0,2,0,0,0,0,4,2,2,2,0,0,0,1,0,1,0,3,0,2,0,0
7158,3,1,1,1,1,1,0,3,3,2,1,1,1,1,1,1,0,0,2,0,0,0,0,1,1,3,7,0,1,2,0,4,0,1,0,1,1,1,2,1,7,1,1,1,5,2,1,2,1,0,0,4,0,0,1,0
7159,0,1,0,0,0,1,2,3,1,0,2,1,1,1,1,2,0,0,2,0,1,1,2,1,1,0,10,0,3,1,1,2,3,0,1,1,4,1,1,1,10,1,1,1,3,0,0,0,1,0,5,3,1,0,1,4
7160,2,1,0,0,0,1,1,3,3,0,0,0,0,0,0,3,2,1,1,1,0,0,2,1,0,2,9,0,0,0,0,2,2,1,2,0,1,2,2,2,9,0,0,0,0,2,2,1,0,2,6,3,1,1,1,3
7161,1,1,0,0,0,1,1,3,1,0,0,0,0,0,0,2,2,1,1,1,2,2,1,0,2,1,6,1,2,0,0,1,2,0,2,0,3,1,1,1,6,2,2,2,1,2,2,1,0,1,1,4,1,3,1,1
7162,2,3,0,1,1,0,1,0,0,0,0,2,2,0,0,3,1,0,0,1,1,1,1,2,1,0,10,0,2,0,2,2,2,1,2,0,4,3,1,2,10,1,1,1,5,2,0,0,1,0,1,3,1,0,1,3
7163,3,2,1,1,1,0,1,1,1,1,0,2,2,0,0,2,1,0,0,1,0,0,1,2,0,1,7,0,1,2,0,4,0,0,0,2,1,1,2,0,7,0,0,0,2,1,0,2,0,1,2,4,2,0,0,2
7164,3,1,2,1,1,2,2,1,3,0,2,2,0,1,1,2,0,1,2,0,1,1,2,1,1,3,4,0,1,1,1,2,0,0,1,1,0,1,2,0,4,1,1,1,3,2,2,2,0,2,0,3,1,2,0,3
7165,0,3,3,1,1,3,1,0,1,2,0,1,1,0,0,3,2,1,1,2,0,0,2,2,2,0,3,0,1,2,0,1,0,0,1,1,2,1,0,0,3,2,2,2,4,0,2,1,1,1,4,0,2,1,1,3
7166,1,1,0,0,0,2,1,1,1,0,2,2,2,0,0,3,1,1,0,1,0,0,1,1,0,0,2,0,1,2,0,2,0,1,0,1,1,0,2,1,2,1,1,0,6,0,0,1,0,1,2,0,1,0,1,2
7167,2,0,1,2,2,0,1,0,2,2,0,1,0,2,2,2,0,0,0,0,0,0,0,0,1,2,3,0,0,2,0,1,2,1,0,0,2,2,2,1,3,2,2,2,4,3,0,1,3,1,3,0,2,1,0,3
7168,2,0,0,0,0,0,1,1,0,2,1,1,1,0,0,0,0,0,0,2,0,0,1,2,1,3,9,0,1,0,0,2,2,2,0,2,1,0,2,2,9,1,1,1,0,2,2,2,0,2,3,0,0,3,0,1
7169,1,1,0,0,0,2,2,1,3,0,2,2,2,2,0,3,1,1,0,1,0,0,1,0,0,1,5,0,3,1,2,3,3,0,0,2,2,0,1,1,5,1,1,0,1,3,2,1,1,1,5,1,3,3,0,5
7170,0,1,2,0,0,2,3,2,2,0,1,0,0,1,2,2,1,0,2,0,0,0,0,1,1,0,1,1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,2,0,1,3,0,1,1,0,1,0,3
7171,0,1,2,2,2,2,3,0,2,0,0,1,1,2,2,2,1,0,0,2,2,2,2,1,0,0,1,1,0,1,1,1,2,0,1,1,1,0,2,1,1,1,1,0,6,3,1,0,1,0,1,0,2,1,1,4
7172,2,0,0,0,0,2,1,3,3,1,0,0,0,2,0,0,1,2,0,0,2,2,3,0,1,0,10,0,1,0,0,2,0,0,1,1,4,0,1,2,10,1,2,2,0,0,0,1,1,1,0,4,3,0,1,4
7173,3,0,0,2,2,2,1,0,2,0,0,2,2,2,0,2,2,2,0,1,0,0,1,1,0,0,4,0,1,2,0,2,0,2,0,2,0,1,2,0,4,0,0,0,5,3,2,1,0,1,0,1,1,2,0,3
7174,2,1,1,0,0,0,1,1,3,1,2,2,0,2,0,2,2,1,1,1,1,1,2,1,2,0,7,0,3,1,1,4,0,2,2,0,1,1,2,0,7,0,0,2,6,2,2,2,2,1,3,4,0,0,1,0
7175,1,3,3,1,1,0,0,0,1,0,1,0,0,0,0,1,2,2,1,1,0,0,2,2,2,5,10,0,1,2,0,2,0,2,0,0,4,2,1,1,10,1,1,2,3,2,0,2,1,2,4,3,0,0,1,2
7176,1,0,0,2,2,0,0,0,0,0,0,0,2,1,1,1,0,0,2,0,2,2,2,2,1,1,9,0,1,2,2,2,1,1,2,0,1,1,2,0,9,2,2,2,0,0,2,2,0,2,6,3,0,1,1,0
7177,1,0,2,0,0,0,0,3,3,1,2,2,2,1,1,2,0,1,2,0,0,0,1,2,1,4,0,0,1,1,2,0,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,3,0,1,1,3
7178,1,1,3,1,1,2,1,2,2,2,2,1,0,1,1,1,0,0,2,0,0,0,1,1,1,3,4,0,1,2,2,2,0,2,2,0,0,0,1,2,4,1,1,1,3,1,2,2,0,1,0,3,0,2,0,3
7179,2,3,0,0,0,1,0,0,0,1,2,2,2,1,2,3,2,2,1,2,1,1,0,1,0,0,7,0,0,2,1,4,0,2,0,1,1,0,2,2,7,1,1,0,4,1,0,0,0,2,0,0,2,3,1,4
7180,2,1,2,1,1,1,0,3,3,0,0,0,1,0,0,3,2,0,1,1,1,1,3,0,2,1,2,0,1,1,1,2,0,0,1,2,1,2,0,1,2,1,1,2,0,2,2,0,2,0,2,2,0,0,0,0
7181,1,1,0,0,0,2,1,1,3,1,2,2,2,0,0,1,2,2,1,2,1,1,1,0,0,3,3,0,1,2,1,1,0,0,1,0,2,0,3,1,3,2,2,2,4,1,1,2,0,1,2,4,2,1,0,5
7182,2,2,1,0,0,0,2,2,2,1,0,0,0,1,1,1,0,2,0,0,1,1,2,1,1,5,3,0,1,1,1,1,0,1,1,1,2,0,2,2,3,0,0,0,4,1,1,2,0,1,3,4,2,2,1,1
7183,3,3,1,1,1,1,2,1,1,0,0,0,0,0,0,3,2,1,0,1,2,2,1,2,2,2,7,0,1,2,2,4,2,0,2,0,1,0,2,2,7,1,1,2,2,1,2,2,3,2,6,1,2,3,1,0
7184,2,1,0,0,0,3,1,0,0,0,2,2,2,1,1,2,0,0,2,0,1,1,0,2,1,2,9,0,1,2,2,2,0,2,2,0,1,1,1,3,9,2,2,2,2,2,1,1,2,2,6,2,0,1,0,3
7185,1,1,1,0,0,2,3,0,0,0,0,1,1,2,2,2,1,0,0,2,2,2,0,0,0,1,1,1,0,2,2,1,0,2,0,0,1,0,2,2,1,2,0,0,3,1,0,0,1,0,1,4,1,1,1,4
7186,1,1,1,0,0,2,1,0,1,0,2,0,0,0,0,3,2,1,0,1,2,2,1,2,2,3,6,1,0,2,2,1,0,0,0,2,3,1,0,0,6,2,2,2,0,1,0,2,0,0,1,4,1,3,1,4
7187,0,1,1,2,2,2,1,1,0,2,2,1,0,1,2,1,1,1,0,2,0,0,1,2,0,5,9,0,1,2,2,2,2,2,2,0,1,0,1,2,9,1,1,0,1,0,1,1,0,0,6,3,0,1,0,0
7188,3,1,0,0,0,1,1,1,3,1,0,0,0,1,2,3,2,0,1,2,2,2,1,1,0,1,10,0,1,2,0,2,0,2,2,0,4,0,2,3,10,0,0,0,6,2,0,1,2,1,0,0,1,1,0,2
7189,3,1,1,0,0,3,3,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,5,9,0,0,0,0,2,0,0,2,0,1,0,1,2,9,1,1,0,3,2,0,1,0,2,0,4,0,3,1,4
7190,2,1,0,0,0,3,3,3,3,1,0,2,2,2,0,0,1,0,0,0,2,2,2,1,2,1,7,0,1,1,1,4,0,1,1,1,1,1,1,3,7,1,1,2,6,1,2,2,2,2,4,4,3,3,1,0
7191,2,0,0,2,2,0,2,1,0,1,2,2,2,2,0,1,2,0,0,1,2,2,1,0,0,5,6,1,0,0,2,1,0,0,1,2,3,0,2,3,6,0,0,0,1,2,2,1,0,1,1,0,1,0,0,1
7192,3,1,0,1,1,1,0,1,1,1,0,2,2,0,0,0,0,0,0,0,2,2,0,0,2,0,5,0,3,2,2,3,0,2,2,0,2,1,3,2,5,1,1,2,3,3,0,1,1,0,4,4,3,2,1,5
7193,3,2,0,1,1,2,3,3,1,1,0,0,0,2,0,2,2,1,1,1,1,1,2,1,2,0,9,0,2,0,2,2,2,0,1,1,1,1,1,1,9,1,1,2,0,0,2,2,0,2,6,3,1,1,0,5
7194,2,0,2,0,0,0,1,0,0,2,0,0,0,1,1,1,0,2,1,0,1,1,2,1,1,1,7,0,1,1,1,4,0,0,1,1,1,0,2,1,7,1,1,1,2,3,0,0,1,2,4,3,3,0,1,2
7195,0,0,0,2,2,2,2,3,3,1,2,2,2,2,0,1,0,0,2,2,2,2,2,1,0,0,3,0,2,0,0,1,2,2,1,1,2,0,1,2,3,1,1,0,4,1,0,2,1,0,3,3,2,2,1,3
7196,2,0,0,2,2,0,1,0,2,1,0,0,2,0,0,2,2,0,1,2,2,2,1,2,2,1,2,0,1,2,2,2,1,1,2,0,1,2,2,1,2,0,0,2,2,0,0,1,0,0,2,4,1,0,1,2
7197,2,1,2,1,1,1,0,1,1,0,0,0,0,0,0,3,2,0,0,1,0,0,3,0,1,1,4,0,1,1,0,2,2,1,0,2,0,1,2,3,4,1,1,1,3,2,1,2,0,1,6,3,0,2,0,3
7198,1,0,2,2,2,0,1,0,0,0,2,2,2,0,0,2,1,0,0,2,0,0,1,1,2,3,8,0,1,2,0,5,0,1,0,1,1,0,2,2,8,1,1,2,1,1,1,2,0,0,5,3,0,2,0,5
7199,1,0,1,2,2,0,0,0,0,1,0,2,2,2,2,1,0,0,0,0,0,0,1,0,0,1,10,0,0,2,0,2,0,2,2,0,4,0,3,2,10,0,0,0,4,2,1,1,2,1,6,0,1,0,1,4
7200,3,2,0,3,3,0,1,0,1,0,2,0,1,0,0,1,1,0,0,2,2,2,1,1,1,3,7,0,1,2,2,4,2,0,1,1,1,0,1,3,7,1,1,1,3,1,2,2,3,0,6,2,1,3,1,1
7201,3,1,0,1,1,0,2,2,2,1,2,2,2,2,0,3,2,0,0,2,2,2,0,2,1,0,0,0,1,2,2,0,2,0,0,2,0,0,0,0,0,2,2,2,4,2,0,0,0,2,2,3,1,2,0,0
7202,3,3,2,3,3,3,0,1,3,0,2,0,1,0,0,1,2,0,0,1,1,1,1,2,0,0,6,1,1,1,1,1,0,0,1,1,3,0,1,2,6,0,1,0,5,1,1,0,1,1,3,4,1,2,1,1
7203,3,1,1,0,0,2,1,0,0,0,2,0,0,1,2,1,1,2,0,2,0,0,1,0,1,4,7,0,3,2,0,4,2,0,0,0,1,0,1,2,7,1,1,1,6,3,0,2,3,1,2,4,2,1,1,0
7204,2,3,0,1,1,2,1,1,1,1,2,2,0,0,0,0,0,1,0,2,0,0,2,1,1,0,3,0,1,0,0,1,2,2,2,2,2,1,1,1,3,0,0,0,4,2,0,2,0,2,3,0,2,1,1,1
7205,1,0,0,2,2,3,2,1,1,0,2,2,2,1,2,3,1,0,1,2,0,0,2,2,1,3,6,1,1,2,2,1,1,0,2,0,3,1,2,3,6,2,2,2,1,2,2,1,3,1,1,0,1,3,0,1
7206,2,1,0,1,1,0,1,2,2,0,0,1,1,2,0,1,2,1,0,1,0,0,1,2,2,3,0,0,1,2,0,0,2,1,1,1,0,1,2,1,0,2,2,2,5,0,2,0,3,0,5,3,0,1,1,2
7207,2,0,0,2,2,0,3,3,1,1,2,2,2,0,0,2,2,1,0,2,2,2,0,2,2,1,4,0,0,0,0,2,0,1,1,1,0,1,0,0,4,1,1,2,0,2,0,1,0,2,2,3,3,2,0,1
7208,3,1,0,0,0,1,1,1,1,0,2,2,2,1,1,2,0,1,0,0,2,2,0,2,1,0,3,0,3,2,2,1,0,0,1,1,2,0,2,1,3,1,1,1,4,0,2,2,3,1,3,3,2,1,1,5
7209,2,3,3,3,3,0,3,0,1,1,2,2,2,0,0,3,1,2,0,2,1,1,0,2,0,0,6,1,0,2,2,1,2,0,0,2,3,1,1,1,6,1,1,0,5,2,1,1,0,1,1,4,1,0,1,1
7210,2,1,2,1,1,0,1,0,0,0,2,1,1,1,1,2,0,1,2,0,0,0,0,0,1,4,4,0,1,1,2,2,0,0,1,0,0,1,1,3,4,1,1,1,3,3,0,0,0,2,0,1,1,2,0,1
7211,2,1,3,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,2,0,1,1,1,2,1,0,5,0,0,2,1,3,0,2,1,2,2,1,3,1,5,0,0,0,1,1,2,1,0,0,4,0,1,0,0,2
7212,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,2,1,6,1,1,2,1,1,0,0,1,1,3,1,0,0,6,1,1,2,3,2,1,0,0,1,1,1,3,1,1,4
7213,0,1,2,2,2,0,1,0,0,2,2,1,1,0,0,2,2,2,1,1,1,1,1,0,0,3,10,0,0,2,1,2,0,1,0,2,4,1,3,1,10,1,1,0,3,0,2,2,1,0,6,4,3,1,1,0
7214,3,1,1,2,2,2,1,2,2,1,0,2,2,1,2,1,1,0,2,2,0,0,0,0,1,1,4,0,1,1,1,2,0,0,1,1,0,0,1,2,4,1,1,1,0,1,2,2,0,1,0,4,1,2,0,2
7215,0,0,0,2,2,0,1,2,2,0,0,0,2,0,0,3,2,0,1,1,0,0,2,2,0,4,4,0,1,1,1,2,3,0,1,1,0,2,0,1,4,1,1,0,0,2,0,1,0,1,0,3,0,2,0,3
7216,2,3,3,3,3,2,1,1,3,0,1,0,1,0,0,1,2,1,0,2,0,0,2,0,1,5,4,0,1,2,0,2,0,0,0,2,0,1,2,0,4,1,1,1,5,2,0,0,0,1,2,3,1,2,0,0
7217,0,1,0,0,0,2,1,0,0,1,0,2,2,0,0,0,0,0,2,0,2,2,1,2,0,0,6,1,2,0,0,1,0,0,1,1,3,1,0,0,6,0,0,0,3,1,2,0,0,1,1,3,1,1,1,1
7218,0,1,3,0,0,3,0,0,0,0,1,1,1,0,0,2,1,1,0,1,0,0,3,0,2,0,5,0,1,1,0,3,0,2,2,0,2,0,3,1,5,1,1,2,2,3,0,0,1,1,4,2,0,0,0,5
7219,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2,3,2,0,0,0,1,1,0,0,0,5,0,0,3,1,1,0,2,2,0,2,0,2,1,2,0,1,1,0,5,0,0,0,0,2,6,3,0,0,1,0
7220,1,0,1,2,2,3,1,1,0,1,0,0,0,0,0,2,2,0,1,1,0,0,3,0,2,3,4,0,1,2,2,2,0,0,1,1,0,1,0,0,4,1,1,2,0,1,1,2,0,2,0,3,2,2,0,3
7221,1,0,0,0,0,0,1,0,2,1,1,1,1,0,0,3,2,1,1,2,1,1,1,0,0,0,7,0,1,1,1,4,0,0,1,1,1,0,2,3,7,1,1,0,4,1,2,2,3,1,1,1,3,0,1,0
7222,2,0,2,0,0,2,3,1,0,0,2,2,2,2,0,1,2,1,0,1,2,2,0,2,1,3,9,0,1,2,2,2,2,0,1,1,1,2,0,2,9,1,1,1,6,0,2,2,0,2,2,3,0,2,1,3
7223,1,0,0,0,0,1,1,3,3,2,2,1,1,2,0,2,1,1,1,1,0,0,1,2,2,5,10,0,0,0,0,2,0,2,2,0,4,1,3,1,10,2,2,2,0,2,2,1,3,0,6,4,1,0,1,4
7224,1,2,2,1,1,0,1,0,1,1,0,2,0,2,0,3,2,0,1,2,1,1,3,0,1,3,4,0,1,2,1,2,2,1,1,0,0,1,2,3,4,1,1,1,0,3,2,1,0,2,0,3,0,2,0,4
7225,3,2,0,3,3,2,0,2,2,1,0,2,2,0,0,1,1,1,0,2,2,2,1,2,0,1,5,0,1,1,1,3,0,2,2,0,2,0,3,2,5,2,2,2,4,3,1,1,1,1,4,3,0,3,0,5
7226,2,1,1,0,0,1,2,1,1,1,1,0,0,1,1,1,0,0,2,0,1,1,1,2,1,4,6,1,1,1,1,1,0,2,0,2,3,1,1,1,6,1,1,1,1,3,1,2,3,0,1,4,2,1,0,4
7227,0,1,2,2,2,2,0,2,2,1,1,0,0,0,0,2,2,0,0,2,2,2,2,1,1,3,6,1,0,2,2,1,3,1,1,1,3,1,2,3,6,0,1,1,1,3,1,2,0,1,1,3,1,1,1,1
7228,3,0,1,2,2,1,2,3,1,1,0,2,2,0,0,2,2,2,1,1,0,0,0,0,0,0,9,0,1,2,0,2,2,2,2,0,1,2,2,2,9,2,2,2,4,0,1,1,2,2,0,0,0,1,1,3
7229,3,1,0,1,1,3,2,0,0,0,0,2,0,2,2,0,1,1,1,0,1,1,2,1,0,0,6,1,1,0,0,1,0,1,1,1,3,1,1,3,6,0,0,0,4,3,1,2,2,0,1,3,1,0,1,1
7230,3,1,1,1,1,0,1,2,2,0,0,1,0,0,0,3,2,1,0,1,0,0,1,0,0,4,10,0,0,2,0,2,0,2,2,0,4,1,2,3,10,1,1,0,3,0,0,1,0,0,0,2,1,0,1,4
